x3, x4
-1.621510323810244181e+00,-1.743891832158284694e-01
-5.937906532928846071e-01,1.276928020256473895e+00
-4.663094820444600330e+00,5.111032000412411014e-01
-1.024908711717069654e+00,3.749021727618546129e-01
-1.967033649690677288e+00,-8.329125802442750581e-01
2.587991824346130620e+00,-6.390953097476678169e-01
7.787791602306951333e+00,3.219659248487622971e-01
7.825187960065540516e-01,-1.050517337930627848e+00
-9.949341730231289205e+00,1.531367064636564024e+00
-9.432120638607724317e+00,7.716298756018161176e-02
-1.601397891674676277e-01,1.845565473395414102e-01
1.467010494776850393e+01,-1.334860365497431367e+00
1.002309244570151492e+01,1.341308140410133243e+00
2.930797387226411477e-01,5.460512314060883554e-01
-4.380959656784429446e-01,4.843034606029150702e-02
-1.131487976853804689e+01,-3.448749102828462254e-01
-4.516486595567580586e+00,-1.501852023483632781e+00
4.239398306927193438e+00,1.258632273904645993e-01
-2.085932393126973761e+00,7.779911498841407536e-01
-1.422365640510411033e+00,-1.935174311019757232e+00
-3.489758078449397782e+00,1.791029930843784479e+00
-2.954371398502206425e+00,-1.263530164605388695e+00
1.433965630404395597e+01,-1.358747480925440954e+00
-6.676014414681072928e+00,-2.607404281926606782e+00
-8.256433323463328477e+00,-1.957074084829260707e+00
-6.340423530491126947e+00,-1.289716485966360571e+00
8.393678542194139780e+00,-5.754846125350576713e-01
-1.831568244356700070e+00,1.423801399184786431e+00
-3.775934272584900775e+00,3.872495548010274069e-01
4.395783340211268708e+00,-8.800608834327011687e-01
1.024213148646129135e+01,-1.656129573585346168e-02
5.775846074717880363e+00,-3.000307143824139655e-01
1.668303027937954264e+00,-2.131571028696739312e+00
-4.601392346495716268e+00,-2.021373965964995967e-01
-4.916178806362385689e-01,2.244674447176433052e+00
-3.374607625987724013e+00,6.340505058493438595e-01
-6.889636904460377798e-01,-2.753192001085442264e+00
8.835914718170052140e+00,-9.816880757241260858e-01
1.256651608996505942e+01,1.537640236475127598e+00
7.605544989582913473e+00,1.515826041601568419e-01
-1.043510166883658208e+01,-1.956530327124227142e+00
2.499308904785320973e+00,-1.686201510804516968e-01
2.530995573290730327e+00,-6.605955775795248064e-01
3.015477942423096636e+00,-2.630298754269394523e-01
6.411393063137119874e+00,2.493780890292389765e-02
-4.493879052387073969e+00,-9.287388036933523772e-01
8.139279555723218706e+00,-9.689772947309451823e-01
-7.115152535367224473e+00,-6.497738088513596022e-01
-3.180783940887437655e+00,8.240597643624025803e-01
-1.194414066924831985e+01,5.129345150905271211e-01
9.732925305629946067e+00,1.319228285152275415e+00
-2.299540121768955725e+00,-7.373130548991786437e-01
4.045202923212321444e+00,1.847883635637797672e+00
1.916510575779578396e+00,1.495520760066124222e+00
-1.152905698735877449e+00,2.709822048807290162e+00
6.126163446238879651e+00,-5.977105324968048361e-01
2.462718374225982831e+00,4.773882705786757774e-01
1.818251503393341295e+00,-3.739081748382209192e-01
7.510314041687930597e+00,2.675900717928373918e-01
2.015696262346780010e+00,-1.244793765595155310e+00
5.083090067482414653e+00,-1.493197995061669836e+00
6.204170196594717801e+00,1.604505257956223563e+00
-2.132798863577403559e+00,-2.989761766074773841e-01
1.298068467965332395e+01,-1.302587229473123331e+00
-1.099029132061537872e+01,-7.827841104335896139e-02
7.549540607304420448e+00,-3.405248269597396793e-01
-8.355259382422216774e+00,4.436169612270817186e-01
-2.922280897873331895e+00,-5.303720752182129461e-01
-1.558654793315001452e+00,-1.858376256155473083e+00
1.660937264113378387e+00,2.453582676954887687e-01
1.325268805593079913e+00,-1.065510603228162045e+00
1.011295909069941601e+01,8.889692294213178414e-01
5.392198851873134302e+00,-6.035672279793119488e-01
7.480281084804047964e+00,1.411248524699631135e+00
-2.101828713976871210e+00,7.044055861351599113e-01
-1.668825236368765896e+00,1.771972806077573015e+00
7.731643888276054533e+00,1.764817941680075997e+00
-3.780512621118663485e+00,8.077626010706706605e-01
-1.727753224092834383e+00,-7.867648855463262036e-02
-1.049638703048515431e+01,-9.346292471333242924e-01
2.110753059192898906e+00,1.095637381538102861e+00
1.018183898439295465e+00,1.147775324272082287e+00
-6.031623885228030169e+00,1.362990503668486175e+00
-5.591314077598805721e-01,1.052712876158231392e+00
1.963642584570082450e+00,-9.376988141242433850e-01
5.272655781422820098e+00,-1.505312407198069469e+00
-6.793489495350625296e-01,1.601104827151416554e+00
-3.140313120152709470e+00,-3.892071454056557078e-01
3.591870657022322000e+00,-1.513149868139733734e-01
-3.999993446227886995e+00,2.021626763179522612e+00
1.848315366268023396e+00,-3.885019828314194568e-01
-3.586040838653115514e+00,2.047859809694697886e-01
-1.452806108837726651e+00,-3.716741559339983847e-01
-4.369961947656613721e-01,-1.799945976995878771e+00
6.160505873827410106e+00,-1.063992608062483081e+00
-6.482507155927910603e+00,-2.503592035316434483e+00
-3.196037488942247151e+00,-1.988414524164205666e-01
6.228543036520815868e+00,1.795383495575729071e+00
2.177696512739707213e+00,2.139637667430090318e+00
-6.243116858268769498e+00,8.044789085373027504e-01
-3.220215479179457940e+00,2.019559020894875698e-02
1.114331815798836667e+00,4.799501595362865719e-02
-6.325808632606699788e+00,-2.640056386218282425e-01
7.820659566327190504e+00,-3.953907571564625467e-01
-3.830125133317997754e+00,-2.135712163323860491e+00
-1.928748124765947258e+00,1.786833164165533283e+00
5.368769062148801119e+00,-8.896647401701545110e-01
3.277138379902944099e+00,-3.192261186089393465e-01
-5.046368035756388259e+00,-4.262871139597387837e-01
8.569218850578166347e-01,1.525583512494908645e+00
1.082397203564573696e+00,9.848920878914466659e-01
4.092140670594847762e+00,-6.123643982703023125e-01
2.293848420507613284e+00,-1.263604099000739667e-01
3.116767259915058208e+00,-2.527248011780727222e-01
2.020608330725394808e+00,2.873388818803068290e+00
3.093757140740997169e+00,1.375136355115220921e+00
6.736203446201755263e+00,-7.275701458876230321e-01
-6.127169530732001768e+00,-6.962284494315981176e-01
2.573908491886605088e+00,-3.458540020843803853e-01
1.207361132538480986e+00,-7.550020407018480373e-02
1.430588894396655775e+01,-2.528743919764064318e-01
1.744570297895424948e+00,-6.613259972597348435e-01
2.833416390624976522e+00,-7.566943185278778294e-01
2.455567127142134431e+00,7.218597571364568921e-01
3.094621809832369230e+00,1.345924940573494988e+00
-1.064534877382395450e+01,2.186255000355186440e-01
1.032992334178789440e-01,-2.292950463796960658e+00
-4.206167266797271154e+00,9.080219525692412308e-01
2.464245642543509973e+00,1.635759482713460056e+00
-8.077142648713091511e-01,5.433199380301684256e-01
-9.132676558992628202e+00,2.593043917555216460e+00
-9.843841344125952020e+00,1.213656158259371010e+00
4.946887293089644366e+00,-5.165025245797021825e+00
-3.873504330992518785e+00,-2.037342793950624120e+00
8.921133115992827101e+00,-3.992236833099427895e-01
9.881701379360494641e+00,-7.340815033669935152e-01
3.418855868788610586e+00,7.702245237512597709e-02
8.642510347698610929e+00,5.219649150922674868e-02
3.580643404159396859e+00,8.284093581911294857e-01
-1.229131329844023623e+00,-7.234249062181887791e-01
-4.676505473427950754e+00,9.523960209596319393e-01
-4.884103452648230537e+00,-2.172736997446772289e+00
2.475593824063043957e+00,-9.185345722924860290e-01
5.143542363905547532e+00,6.929934332367495564e-01
-3.441046888960606065e+00,-6.560306541631412136e-01
-1.300768791184080619e+00,1.991389155672853017e-01
-1.026273720335622208e+01,5.632529346835843942e-01
2.419983332042400903e+00,-9.720212435132586926e-01
-3.655364212108081823e+00,1.300438370121887344e+00
5.972578853184319136e+00,-7.257964970586223974e-02
3.751034250875852738e+00,-2.022266171559461423e+00
-6.269362395380224662e+00,-2.419893771021882148e-02
2.352651895772291724e+00,-4.444380897065541847e-01
9.162141806641933783e+00,-1.414511782364413550e+00
-2.770853419163740838e+00,9.044966700734445864e-01
-7.416141417600682351e-01,4.656109809151979251e-01
6.663457065754445630e-01,8.692188813282248905e-01
-2.917965688030695670e+00,2.852697656489045497e-01
5.044301042875817487e+00,5.513156405766908019e-01
-2.480282783760654031e+00,-4.654674418055674834e-01
-9.340936212172145758e+00,-7.197943711458136551e-02
3.916088719785609129e+00,8.721654819853980056e-01
-4.095889896645006800e+00,2.516291316956481561e-02
7.846302411478132122e+00,-1.536724954880777302e-02
-5.087829633116156103e+00,6.640264272550689961e-01
7.479458758195446144e+00,-5.033957265618789201e-01
9.995093494914554455e+00,1.103847460603324671e-01
-1.040845819352676216e+01,1.470172400631779341e+00
-2.603008773374116291e+00,8.637966803967365992e-02
-8.621598261650579298e-01,-9.902328120379408904e-01
-3.561690091452503371e+00,-7.792510635998726176e-01
-3.029251404082175636e+00,1.219617195389561815e-01
-4.587081913224323237e+00,-1.480665603873150937e+00
1.954676622127917707e+00,-7.174673595653857650e-01
-1.860841665882055906e+00,6.001826850163032301e-01
-5.740238682855576258e+00,2.048976727478536985e-01
8.058066481731227526e+00,8.874217495996661320e-01
-7.589859081588691048e+00,3.913660424423388573e-01
2.279563593297480484e+00,-9.966723665189006209e-02
5.890982342275623118e+00,-7.208767627523661181e-01
3.449462164775962680e+00,1.026242059011125640e+00
4.416436097908646552e+00,-2.785546622993229429e-02
-1.608129726113215918e+00,1.177462121953555679e-01
3.615003103252951266e+00,-1.130859645420301041e+00
-9.236337941964997356e+00,3.609514583573218971e-01
1.198687222579730971e+01,1.885734955128577917e-01
-2.191418100158056159e+00,1.222831454455670430e+00
-3.224138769235091573e+00,-8.350600448420577582e-01
-1.235800023550623461e+00,-9.675936071120632143e-01
-3.851033302264099123e-01,-6.286974874322986961e-01
9.875799452103478870e+00,-1.186871040062905447e+00
6.139078159440116700e+00,-1.136206022442148189e+00
8.668451191674259704e+00,1.164623469372688458e+00
2.487953873964873885e+00,-1.278053779989835569e-02
-9.924800047424765737e+00,-3.680455925808240325e-01
-3.755317957829650055e+00,-1.264316195122657527e-01
2.665270251024543846e+00,7.879105682465264993e-01
-2.128153703297313015e+00,-9.541422870478821761e-01
1.254018494379990045e+01,3.031514611956264149e-01
1.102952155775133747e+01,-1.825556019683076681e+00
-6.359636158303806575e+00,1.383920411029792019e-01
6.736587461728839266e+00,-1.285386121229920242e+00
-1.024236806420789625e+00,1.722788084388126029e+00
-7.322385343461621510e+00,9.928649168207683007e-02
-2.114929996723089012e+00,-2.239299964370691676e+00
5.848916981848859109e+00,-1.124140549197839567e+00
4.689926658260713310e+00,8.707947723870035350e-01
-8.613988768213214797e+00,9.842531277860209205e-01
3.266494986660377187e+00,-3.689469296963387990e-02
3.800481434506375322e+00,-2.227826403359521035e-01
-6.905071270594495658e+00,-6.556467503552656506e-01
-6.082054941596744868e+00,9.984863629622654779e-02
5.300516637706224055e-01,-6.060853856540661111e-01
-1.807631141022464139e+00,3.465378032774217298e-01
4.614087757363236619e+00,3.350314497849597450e-01
-1.088821157054742450e+01,-1.627128617060683125e+00
3.500855724849176731e+00,-1.755253878017272173e+00
-2.267467172378593965e+00,-1.534425209003702273e+00
3.513060559864634058e+00,-7.111583035248570939e-01
5.788720135560450508e+00,-6.893842235392593221e-01
-3.872801771170017116e+00,1.714763299230940952e+00
-9.153425921527789555e+00,-4.228146281934347384e-01
8.592423080211526454e+00,-1.192709352702505110e-01
6.193280510291603314e+00,2.590922643650962698e+00
1.174295154676732622e+00,-2.446040143025674518e-01
4.803591509120403558e+00,4.984131396716357520e-01
-2.248132448775782777e+00,1.156917695847146987e+00
7.715581438083191301e+00,1.872092077889921047e+00
7.197997168690072334e-01,-4.595586010891828943e-01
-1.027849576160389233e+01,-1.145069841601092375e-01
2.670096723364109303e-01,-1.449844258827785781e+00
-3.319366837112145863e+00,-1.627492363396637165e+00
6.029883389223948953e+00,-5.226657877499870652e-01
4.765893431319867091e+00,-1.279579480261768820e+00
8.428344315593182756e+00,-1.412075138012492737e+00
-8.451742582305072915e+00,-1.479408926246149836e+00
-1.078112966358826252e-01,-1.259754373918450687e+00
8.876340629362666768e-02,4.621271974829704865e-02
4.441939638039739791e+00,-1.617895512923226864e+00
-6.088963745735982869e+00,-3.621049801018769720e-01
1.624382339493982030e+00,-6.743983517533553851e-01
5.523084456224626848e+00,2.543193087373058492e-01
7.848312628999397411e+00,9.562405408464937917e-01
5.748135078898410910e+00,1.496500339618754560e-01
-3.535066309492094216e+00,2.198232561741026714e-01
5.230103785237792735e+00,7.312548627820607550e-01
1.354292527578167427e+00,1.138551808277604049e+00
8.982741785403407508e-01,-2.916116417947506312e-01
-7.788793327248361820e+00,-1.981975481996199884e+00
2.365184962891739850e+00,8.168619766194856746e-01
9.534667789261353832e+00,2.294831287954870735e-01
1.216723393353148275e+01,-9.530124111792298569e-01
-8.332914038475601970e+00,8.480365613804968783e-01
2.583273772903449395e+00,-7.335566745869241956e-01
-8.075902597341677591e+00,-1.590532743291292128e+00
-4.176669169230185830e+00,1.229495464602500032e+00
-4.754450347758486517e-01,-1.716146898123051434e+00
-2.329579831601906292e+00,-7.674410572395803376e-01
2.256390495777246930e+00,2.341062107209818111e-01
3.571032892747854959e+00,-1.741149359767756033e-01
-1.865241969197973582e+00,6.472575120455400510e-01
-5.530303808448582714e+00,3.152592533676664560e-02
7.101466187132873920e+00,-3.973811460604038670e-01
3.616109750959108027e+00,-5.638353600972873664e-02
4.862918682771004697e-01,2.308174922394749529e-01
-3.521908819962770387e+00,-1.338308421261722225e+00
3.714307072876796290e-01,-1.413183400007297141e+00
-7.713108206927204336e+00,6.331795736007451714e-01
3.958229101138933892e+00,1.412097941510402910e+00
5.434771731214310009e+00,6.580721767713100245e-01
-5.496396337090790674e+00,-1.292353951793964839e+00
7.355930312298022855e+00,1.410718175465366930e-01
-3.111877561258241887e+00,-1.779302839647056711e-01
-3.239201722395254279e+00,4.109297317650876802e-01
-7.196368098908441979e+00,-6.543264745478380995e-01
-6.784529560247262836e+00,-1.016341475213252465e+00
3.831859012229882566e+00,6.629052495862917116e-01
3.186389597894633052e+00,8.183287073576357429e-01
-1.518194447170908568e+00,2.516745373207694425e-01
3.195007491478432549e+00,2.059424812988239317e+00
-3.436765517441846995e+00,5.359405097780911564e-01
6.039514248967670973e+00,-9.141054053758893572e-01
6.735228502556071639e+00,-4.084617188958242218e-02
-1.012056885014744267e+01,-6.566201445599545439e-01
5.241009135575515288e+00,3.633733991547067887e-01
-5.906651547544181646e-01,-7.228956498188716662e-01
-3.598144365382127230e+00,7.922003399753474451e-01
-2.299494490959117066e+00,-4.835571182080251607e-01
1.087924011836171978e+01,3.768541625193602695e-02
4.666348102302638523e+00,1.044764858156985055e+00
-7.228479847514447165e+00,-1.172180549046395015e+00
-2.661660475008110538e+00,-6.703546551091106309e-01
7.500777577851626354e+00,-9.633348449301351035e-01
-3.789508933956030612e-01,1.454292697083662045e+00
-6.059016180386274542e+00,3.884848052663179147e-02
1.920442302273954183e-01,1.213593145024678632e+00
-3.683310519388227178e+00,-1.045755225199447996e-01
2.673599302567189362e+00,-6.656759603644717416e-01
-1.718833147531917405e+00,6.404214336788492945e-01
-1.558128581251014610e+00,-6.443013245225721608e-01
7.429079809917343624e+00,-1.457889707518411349e-01
4.022795294742138594e+00,9.167305060157667773e-01
2.351324219374459457e+00,4.630247267886321572e-01
4.925833182043866110e+00,-3.679012258148703918e-01
9.048385190605419126e+00,5.929575393416822715e-01
1.367145916598968292e+01,7.717606271863393097e-01
7.588712525224938332e+00,-3.976977449681788901e-01
9.154357731696928013e+00,-2.250908550894277771e-01
1.936914049862795695e+00,8.794376778439209064e-01
-3.941273290246303240e+00,1.442320854836908195e+00
8.170434143851878162e+00,-1.551875608623690672e+00
-9.472549892128057536e+00,-1.172567294477141697e+00
-4.644835718159453286e+00,1.177275163494104326e+00
-1.811296224305529723e+00,9.285610509374457866e-01
1.326830786255118966e+00,-1.468827988423806685e+00
6.779875486336272239e+00,2.081430543137116285e+00
4.582606530055784333e+00,2.531424827341556938e+00
-2.182164990940152371e+00,3.692601400876087125e-01
-1.856720646379523387e+00,-1.272279305218811274e+00
-5.137797297795390961e+00,3.601448813902727863e-01
-2.228709509346860074e-01,-1.760739309373963613e+00
-2.522717971934572478e+00,-1.332920468100999845e-01
7.179322334237625558e-02,1.931404927568492136e+00
6.885734842935371525e+00,-3.369787692504893073e-01
3.119633218673329544e+00,2.684633892551838708e-01
-3.615395868605679186e-01,1.525877476303316271e+00
2.324141710918139037e+00,-2.073560457998059881e-01
-1.576626138311358893e-01,1.600231307305210127e+00
7.132761119550781181e-01,5.836326730802637863e-01
5.811115894776290425e+00,-4.850164240378824765e-01
1.534135136230400764e+00,5.905937992564295191e-01
-1.010076326194347729e+01,-1.085170639641322543e+00
3.456535668183978061e+00,-4.923514674586426665e-01
-1.464221630465527557e+00,-2.200674891298173841e-01
1.928333322656298421e+00,-1.396875615794431758e+00
-1.922935649141043202e-01,-9.144975841721053600e-01
-1.826246842712897944e+00,-1.027063289062230655e+00
-3.315974241780176968e+00,-3.103531718709711673e-01
1.115157804931070018e+01,-5.913664594589812529e-01
8.619654306466130178e-01,2.041120140641613290e+00
7.044147631429867884e-01,2.031376331043151406e+00
6.607964541457475249e+00,1.406682670221515385e+00
1.493681390580814394e+00,1.347445726638911268e+00
-2.536518260193388663e+00,6.367142225465571848e-01
-2.853725449380552615e+00,5.341592464354922853e-01
3.567225866000225842e+00,1.283949755980782204e+00
3.472639072255014003e+00,-8.927225176846349530e-01
6.516105639547876471e+00,1.537233982554706002e-01
1.188493794048037699e+01,-7.553981820619533050e-01
3.752620763305607898e+00,-4.289144513356895061e-01
5.477790729700603656e+00,-1.721074997662435102e-01
-7.337602566023991857e-01,1.373538270368934278e+00
3.733044724919026613e+00,2.163072638594271124e-01
7.725477478202083859e+00,-1.116584836861501673e-01
3.911171591277927906e+00,-3.755493730839019606e-01
-1.138029335618483451e+01,-5.876346031156083338e-01
-3.583653673809449103e+00,9.040823693288387031e-02
4.687309162113070471e+00,-8.782850501254546582e-02
-7.027397145531887546e+00,-1.706851288444923398e+00
-8.050153709582628991e+00,1.059871862971473178e+00
6.997775502227131739e+00,5.374016247955263337e-01
-3.848046530169133561e+00,4.543139347642669024e-01
3.555706362808676246e+00,-5.179385986777611528e-01
1.322674590033397202e+01,-5.583340008028323531e-01
1.077176817999145886e-01,3.381874955476630307e-01
9.212225304771801682e-01,8.709637846013755791e-01
7.766302407909610572e+00,-2.161611871434801824e+00
-1.201778606943626748e+01,-2.537305465534221011e-02
-3.595498244827703527e+00,-8.631919256849230893e-01
1.429544879387032008e+00,-1.385344713110426174e+00
2.392030306182136634e+00,-7.204007636737573377e-03
-8.465074562923060597e+00,-9.826519127082442573e-01
-6.915970052535814760e-01,5.706021695933014004e-02
8.852197570628989709e+00,-2.352348212837711838e-01
-1.829090985984016760e+00,-1.732605048434368689e+00
7.806932473463875866e+00,2.004836514533464287e-01
6.147533514349027506e+00,9.033725019654978983e-01
5.203048333242900059e-01,2.311470088785345933e-01
4.328155786485537782e+00,8.434892753786631392e-01
1.634839285429466438e+00,-6.683293375112294710e-01
-8.490351710157598930e+00,-5.959066159218681102e-01
3.874777643449125897e+00,3.530983490606006137e-01
-2.066138591357303156e+00,-9.061954636634948768e-02
-1.025829143106329777e+00,2.144238484544218337e-02
-8.697517985275695196e+00,1.335990413101131757e+00
2.992563923041234641e+00,2.611062584422163893e-02
7.184442324140349889e-01,-6.096093174074724841e-01
1.292091684608558610e+00,3.533382694041889982e-01
4.168446568586023915e+00,-6.417959744167816005e-01
-4.541827520124264161e+00,-1.867723833000346056e+00
7.166682938072701958e+00,1.099988498755609889e+00
-3.890151066924607548e+00,-4.916032052262364060e-01
9.174754439163995912e+00,7.977307222560687805e-01
5.976398526784870491e+00,1.530942180820964005e+00
-2.433966100134327348e+00,-1.405851937248860928e+00
3.142002824814488449e+00,-1.238326545439525361e+00
-8.512733690974819467e+00,-4.425749775580201661e-01
-7.916745166629532093e+00,-2.039878764765379604e-01
-4.606841249064583366e+00,3.574072204290921762e-01
-4.721389081529449250e+00,-8.425216391704699603e-01
-2.333428496805026953e+00,9.409796139793044634e-02
-2.786420925913402957e+00,9.251790371571116944e-01
-7.059073438436027637e+00,1.102799688226986152e+00
6.353102222411235900e+00,-3.601347681632336983e-01
-1.198157159541345385e-01,-2.114407319439677926e-02
1.044860973417403471e+01,-9.758485734828740155e-01
2.271529608195124617e+00,-8.633014238841807408e-01
9.051397716966000928e+00,1.481776528023479145e+00
-2.631059314966721630e+00,1.291422558387243180e+00
-2.917217190184207887e+00,1.564725475677268829e-01
-5.493681207777645348e-02,2.079600694369460712e+00
5.382900703954932808e+00,5.818687260763075741e-01
-3.310912147009911211e-01,4.838939097401990796e-01
-9.089995707266613323e+00,1.056720178940840693e+00
-8.572620442945590113e+00,3.616040797595033718e-01
-5.303680893371389260e+00,7.708323662593608017e-01
-1.678661734828494900e-01,1.919050261761133802e-01
1.066619379966052605e+01,2.823463042802295764e+00
5.944535412465351776e+00,4.976865563686039273e-01
-4.003736787474232450e+00,-1.597553624947666506e+00
1.023861521408397923e-02,-1.222188720162738357e-01
-7.908496933096857973e-01,-1.440510145740478976e-01
-9.511312522116240897e-01,1.276142472426654573e+00
7.248484781042139335e-01,-3.088477515682517827e-01
-3.379567275700991136e+00,8.179713067082797773e-01
-4.485593465389961843e+00,-2.498770922326521149e-01
-9.408171443562395320e-01,-4.220252851702536168e-01
-1.122593965054349674e+01,1.037553902995977717e+00
-2.845164402267533532e+00,-3.203818782778320995e-01
-2.551053413474591913e+00,8.978148779287511427e-01
-8.932722088508484148e+00,1.012388591992991360e+00
-4.952142217586974482e+00,1.846356596688496776e-01
-1.005088886085802713e+00,-3.353761070388993071e-01
-1.872506939385135905e+00,-1.216278266167941435e+00
6.007152544095403890e+00,1.224035894526134260e+00
8.379614101776247992e+00,-1.110394725947670080e+00
-4.606736650081554529e+00,5.069418583823163127e-01
9.396469069387160644e+00,2.736840791191044175e+00
-9.174833073582076004e-01,1.597728169881258209e+00
7.296765848078710093e+00,5.371543384432052592e-01
1.142477491673742485e+01,-1.972597651977777033e+00
2.735587671587089709e+00,5.636876365949949896e-01
-5.815883901070659334e+00,-1.724423399601965889e-01
2.778212226101329785e-01,-2.230140350130080940e-01
1.243868976292199946e+00,-1.629880731185762599e+00
6.397303512928453451e+00,-8.060618907759995455e-01
5.551383858810651439e+00,1.730534840217185621e+00
6.153045853276923438e+00,1.090549209726357355e-01
6.762561205578637491e+00,-1.121406230782422186e+00
5.699422742047753232e+00,-8.245310766250151246e-01
8.083263429610029860e+00,-9.389621004704175045e-01
-4.473862413778537661e-01,1.171956394756786146e+00
5.987598675130721304e+00,7.624512769376747823e-01
-9.542092781490170594e+00,-1.182333824916968368e+00
-1.054835372039635288e+00,5.518799006679739882e-01
2.787009360252373558e+00,-5.439916279056692533e-02
2.523792781005056440e+00,1.242935403967467156e+00
-4.874251074094094527e+00,5.932608089522969919e-02
1.631231157530498077e+00,-1.743974422223592002e+00
1.283971887750806218e+01,-8.951474001855369567e-01
-1.908378414464394268e+00,1.492900736928513217e+00
2.729168719477288008e+00,-2.211826530090798271e-01
-1.086388817259468631e+01,-4.241012273415193934e-01
6.320488875660683625e+00,1.999743706000089327e+00
4.846207824648545603e+00,7.729858991388000033e-01
-3.611149475670101694e+00,-1.693119075007821106e+00
6.699037172998389522e+00,-1.381483861631134458e+00
1.908069559636955903e+00,2.118856288381331776e+00
-6.928657989858053590e+00,2.643712233120869004e-01
-1.948338238117980348e-01,-1.995066815327515730e+00
-1.306916845588227627e+00,1.157130008402337706e+00
3.172606357213545891e+00,-4.257121848938266173e-01
-9.171523180940978293e+00,3.817356858938974473e-01
2.074440800875771096e+00,-1.958132094668256773e+00
-2.301969257693247339e+00,4.650515992335561566e-01
1.291369248220846799e+01,1.548965571098409377e+00
3.012165955873981282e+00,4.927399400683539210e-01
4.936173765468239161e+00,2.156018937318451734e+00
1.540892863005385749e+01,2.058519412210321753e-02
-1.111149534020157148e+00,-5.917696212720771065e-01
-9.066148213066167472e+00,-1.926462540426391035e-01
6.292649774748451108e-01,1.092011761657200042e+00
-2.832545239479853816e+00,2.345628004327846017e-01
-9.296115345157051735e+00,-1.061403361874179829e+00
